game_id,player_id,Player,MIN,FGM-A,3PM-A,FTM-A,OREB,DREB,REB,AST,STL,BLK,TO,PF,PTS
24,3.0,Darrell Green,36,6-12,3-7,6-6,2,2,4,0,0,0,3,4,21
24,6.0,Jaden Workman,28,1-6,0-1,0-0,1,3,4,2,0,1,2,1,2
24,11.0,Jacob Morgan,36,8-17,0-3,2-3,0,3,3,1,3,0,1,1,18
24,1.0,Brandon Joseph,30,7-9,0-0,5-7,3,4,7,0,1,0,5,4,19
24,,Darnell Morris Jr.,20,2-7,1-3,1-3,2,1,3,0,0,1,0,4,6
24,16.0,Can Dalli,14,1-3,1-2,0-0,0,0,0,0,0,0,0,0,3
24,19.0,Jon Perry,1,0-1,0-1,0-0,0,0,0,0,0,0,1,0,0
25,20.0,Alex Miller,23,1-3,0-0,0-0,0,5,5,0,0,1,0,0,2
25,2.0,Onterio Miller,28,5-12,5-12,0-0,1,2,3,1,1,0,3,0,15
25,3.0,Darrell Green,32,4-10,2-7,4-5,0,7,7,0,2,0,1,3,14
25,6.0,Jaden Workman,26,4-7,1-2,3-4,0,1,1,4,4,1,0,0,12
25,11.0,Jacob Morgan,34,9-15,1-2,2-2,1,3,4,3,4,0,1,2,21
25,1.0,Brandon Joseph,22,3-8,0-0,1-2,3,4,7,3,2,0,1,3,7
25,5.0,Thomas Lewis,2,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
25,7.0,Josiah Gregg,2,1-1,0-0,0-0,0,0,0,0,0,0,0,0,2
25,9.0,Mal Graham,2,0-1,0-0,0-0,0,0,0,0,0,0,0,0,0
25,,Darnell Morris Jr.,13,1-3,0-2,0-0,1,2,3,2,0,0,2,1,2
25,12.0,Peter Capan,2,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
25,14.0,Frank Pena,2,0-1,0-0,0-0,0,0,0,0,0,0,0,1,0
25,16.0,Can Dalli,12,0-2,0-1,1-3,0,1,1,0,1,0,0,2,1
26,20.0,Alex Miller,12,0-1,0-0,2-2,2,4,6,1,0,0,3,1,2
26,2.0,Onterio Miller,25,2-9,0-6,0-0,0,3,3,2,0,0,2,1,4
26,3.0,Darrell Green,28,5-12,2-7,1-1,0,0,0,0,1,0,0,4,13
26,6.0,Jaden Workman,23,3-8,1-5,0-2,0,3,3,1,1,0,2,3,7
26,11.0,Jacob Morgan,38,9-16,1-3,3-3,1,4,5,2,3,0,1,3,22
26,1.0,Brandon Joseph,23,1-6,0-0,0-2,2,8,10,2,2,1,3,1,2
26,5.0,Thomas Lewis,2,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
26,7.0,Josiah Gregg,2,1-1,0-0,0-0,0,0,0,0,0,0,1,0,2
26,8.0,Liech Kong,17,1-3,0-1,0-0,0,2,2,1,0,0,3,0,2
26,9.0,Mal Graham,2,0-1,0-1,0-0,0,0,0,0,0,0,0,0,0
26,,Darnell Morris Jr.,18,2-5,0-3,1-1,1,2,3,0,0,1,1,0,5
26,12.0,Peter Capan,2,0-0,0-0,0-0,0,1,1,0,0,0,0,0,0
26,14.0,Frank Pena,2,0-0,0-0,0-0,0,0,0,0,0,0,0,0,0
26,16.0,Can Dalli,6,0-3,0-2,0-0,0,1,1,0,0,0,1,1,0
